id,created_at,text
1039170737263833088,2018-09-10 15:16:25,b'@morouan We saw your twee\xe2\x80\x8bt. Please contact our local office in Argentina by phone at +54 11 4703-7000 or click her\xe2\x80\xa6 https://t.co/IJmgy55ypy'
1039169597289705472,2018-09-10 15:11:53,b'@Sifrinaani We saw your twee\xe2\x80\x8bt. Please contact our local office in Venezuela by phone at 0800 66827847 or click her\xe2\x80\xa6 https://t.co/6y2lZxco6V'
1039060914668888064,2018-09-10 08:00:01,"b'We\xe2\x80\x99re #2 worldwide in @thomsonreuters 2018 D&amp;I Index. Paul Adang, our Head of Talent Acquisition &amp; Staffing, talks\xe2\x80\xa6 https://t.co/R2pnaWNWOC'"
1039060911770632192,2018-09-10 08:00:00,b'Don\xe2\x80\x99t miss out! 11th September 2018 is the last chance for free virtual access to #MTIS2018 (in Europe).'
1038743822325309440,2018-09-09 11:00:00,"b'Before David spoke to his healthcare professional about his asthma, he struggled constantly with his condition. Fin\xe2\x80\xa6 https://t.co/asC1t4qnRO'"
1038358817778622465,2018-09-08 09:30:08,"b'#MyMigraineVoice data at #MTIS2018 reinforce how migraine impacts all aspects of life, including work productivity.\xe2\x80\xa6 https://t.co/tgLQjV7Jqd'"
1038336133602496512,2018-09-08 08:00:00,b'Find out how we\xe2\x80\x99re supporting high quality medical education for HCPs through a partnership with VivindaTV at #MTIS2018 #reimaginemedicine'
1038321060603682816,2018-09-08 07:00:06,"b'While the #MyMigraineVoice study highlights the significant challenges faced by people with #migraine, it also show\xe2\x80\xa6 https://t.co/ORsBWFUOA6'"
1038230849328754688,2018-09-08 01:01:38,"b'Thank you to all our amazing #NovartisHealthX Challenge winners, finalists, our esteemed judges &amp; the #HealthTech c\xe2\x80\xa6 https://t.co/elcjqhksEw'"
1038230490753511424,2018-09-08 01:00:13,b'And the winners are:\n#NovartisHealthX Challenge 1st place &amp; #GrandPrize to @Veta_Health and @TechCrunch Hackathon 1\xe2\x80\xa6 https://t.co/FJpf4Ki9nV'
1038103812861513730,2018-09-07 16:36:50,b'@alejofernandezb We saw your twee\xe2\x80\x8bt. Please contact our local office in Argentina by phone at +54 11 4703-7000 or c\xe2\x80\xa6 https://t.co/Al7vBc4GHj'
1038072088203026432,2018-09-07 14:30:46,b'Young talented scientists working side-by-side with Novartis experts to tackle healthcare challenges: a two-way rel\xe2\x80\xa6 https://t.co/LlZYs1iwk6'
1038019044765401088,2018-09-07 11:00:00,"b'#AllergicAsthma attacks can be caused by allergens in the home, including dust mites &amp; pet dander. One patient, who\xe2\x80\xa6 https://t.co/JhOowcB9Ln'"
1038003980427767808,2018-09-07 10:00:08,b'#MyMigraineVoice at #MTIS2018 showed costly burden of such frequent #medical check-ups. #migraine\xe2\x80\xa6 https://t.co/xoR2oXZhcj'
1037958679105028096,2018-09-07 07:00:08,b'Data from the #MyMigraineVoice study reinforced that the impact of #migraine goes beyond the pain and symptoms.\xe2\x80\xa6 https://t.co/FdozYYDyvl'
1037869510001405954,2018-09-07 01:05:48,b'Our 5 #NovartisHealthX Challenge finalists are reimagining medicine with digital and data. They\xe2\x80\x99ve been selected fr\xe2\x80\xa6 https://t.co/dod3IOD7bx'
1037803418012798976,2018-09-06 20:43:10,b'@DrArvindShenoy We saw your tweet. Please provide your contact info to rajiva.kothurkar@novartis.com so we can follow up.'
1037791303394844672,2018-09-06 19:55:02,"b'Congrats to the 5 finalists of our #NovartisHealthX Challenge at #TCDisrupt SF 2018: @veta_health, @medableinc, Wav\xe2\x80\xa6 https://t.co/xRSAVerdiU'"
1037753108602990592,2018-09-06 17:23:16,b'@BalagiriA Thanks for the career enquiry. More info can be found on our careers page here: https://t.co/dPonf2Z0ax'
1037724831750541312,2018-09-06 15:30:54,b'The #MyMigraineVoice study aimed to uncover the burden of #migraine using real world examples. We are presenting so\xe2\x80\xa6 https://t.co/T2qEfEUSYF'
1037707988209823746,2018-09-06 14:23:58,"b'From now until Sunday, we are at #MTIS2018 engaging with the #migraine community. https://t.co/F5ehfacZqj'"
1037690360233947136,2018-09-06 13:13:55,b'@canelarobot We saw your tweet. Please provide your contact info to farmaco.novartis@novartis.com so we can follow up.'
1037671068742426624,2018-09-06 11:57:16,"b'The world is diverse, and we need to reflect that. Eliminating bias is critical to building a company which more tr\xe2\x80\xa6 https://t.co/7rlHQd18QW'"
1037619681417408513,2018-09-06 08:33:04,"b'RT @VasNarasimhan: #2 worldwide - still more work to do, but we are on the right track. Breakthrough innovation needs an environment where\xe2\x80\xa6'"
1037611358437568512,2018-09-06 08:00:00,b'Can\xe2\x80\x99t make it to London next week for #MTIS2018? Fear not!\nHCPs can register for free virtual access at VivindaTV b\xe2\x80\xa6 https://t.co/CXKSmdgjJP'
1037422655694102529,2018-09-05 19:30:10,"b'We\xe2\x80\x99re at @TechCrunch\xe2\x80\x99s #TCDisrupt SF 2018 this week. Looking forward to amazing speakers, #StartupBattlefield &amp; ann\xe2\x80\xa6 https://t.co/EVf0Stmx9g'"
1037294271303307265,2018-09-05 11:00:00,b'Follow Dr. Cobos as he works to provide a patient with a new liver and performs surgery using a tiny video camera\xe2\x80\xa6 https://t.co/DY2oyhRymb'
1037279170689024000,2018-09-05 10:00:00,"b'#AllergicAsthma is the most common type of asthma, occurring in ~60% of adults and 80% of children under the age of\xe2\x80\xa6 https://t.co/fXLiEkLpyU'"
1037020561782788097,2018-09-04 16:52:23,b'@drdi2 We saw your tweet. Please provide your contact info to usdrugsafety.operations@novartis.com so we can follow up.'
1036989157363605504,2018-09-04 14:47:36,b'@kesiat9 We saw your tweet. Please provide your contact info to farmaco.novartis@novartis.com so we can follow up.'
1036962490205302784,2018-09-04 13:01:38,b'@dumeguftaar We saw your tweet. To contact Novartis in Pakistan please call +92 21 3231 3386 to 90 or visit https://t.co/Xz6ahjYrtx'
1036962086478217216,2018-09-04 13:00:01,b'Our Faculty of Scholars program connects renowned #academic researchers to drug hunters @NovartisScience\xe2\x80\xa6 https://t.co/9xAM5JETdt'
1036599732490194944,2018-09-03 13:00:09,b'This week is #Migraine Awareness Week. Find out more about the third most common disease in the world here:\xe2\x80\xa6 https://t.co/4v7Ka0eKer'
1036554394152722432,2018-09-03 10:00:00,b'Allergic Asthma can mean significant lifestyle changes for patients and their families but hearing the experiences\xe2\x80\xa6 https://t.co/x0bD3cM4Xm'
1035886815792824320,2018-09-01 13:47:17,b'Our Faculty of Scholars program connects renowned #academic researchers to drug hunters @NovartisScience\xe2\x80\xa6 https://t.co/XyAHL8WI5b'
1035509628191338496,2018-08-31 12:48:28,b'@PeterLu31149948 We saw your tweet. Please contact our local office in Zambia by phone at +260 211 221 915 or click\xe2\x80\xa6 https://t.co/wLJ3BfQ89W'
1035270965440262146,2018-08-30 21:00:07,b'Thank you @IlaeWeb and @IBESocialMedia for bringing together the #epilepsy community at #ECE2018 as we thrive for a\xe2\x80\xa6 https://t.co/2UbkboK8Yq'
1035219968516939776,2018-08-30 17:37:28,b'@Westchick33333 We saw your tweet. Please provide your contact info to drug.safety@novartis.com so we can follow up.'
1035214926099427328,2018-08-30 17:17:26,b'@nixz97 We saw your tweet. Please provide your contact info to keluhan.produk@novartis.com so we can follow up.'
1035153381709496321,2018-08-30 13:12:53,"b'RT @Novartis_NSB: See the full interview with @HaraldNusser, Head of @Novartis_NSB, on #NCDs,  #UNGA and more @Devex: https://t.co/V0RMMDCe\xe2\x80\xa6'"
1034795326278971394,2018-08-29 13:30:06,b'#metastaticBC is a difficult diagnosis to receive. Building a treatment team of healthcare providers can help navig\xe2\x80\xa6 https://t.co/CFPIk8tm6B'
1034697187056386049,2018-08-29 07:00:07,b'Today at 16:30 CEST we\xe2\x80\x99re discussing the management of seizures in #TSC patients with our panel of experts at\xe2\x80\xa6 https://t.co/8ToqmOuUyd'
1034673977271230464,2018-08-29 05:27:54,b'#BREAKING: Novartis\xe2\x80\x99 adjuvant #melanoma therapy has been approved for those in Europe living with a #BRAF mutation.\xe2\x80\xa6 https://t.co/YanXIERO0P'
1034485814913363968,2018-08-28 17:00:12,"b'DYK: In the UK, approximately 100 babies are born with Spinal Muscular Atrophy (SMA) each year. Retweet to show you\xe2\x80\xa6 https://t.co/qan8tUVT81'"
1034187819869241344,2018-08-27 21:16:05,b'@downcorridors We saw your tweet. Please provide your contact info and location to nps.safetydesk@novartis.com so we can follow up.'
1034082195080732674,2018-08-27 14:16:22,b'@psarmmiey Thanks for the career enquiry. More info can be found on our careers page here: https://t.co/rgYbIt0cyq'
1034081732943863808,2018-08-27 14:14:32,b'@TReedDHS Please contact us by phone at 1-888-669-6682 or visit our website: https://t.co/kUcNwHtgbY'
1034081166083678209,2018-08-27 14:12:16,b'@osvaldocaviedes We saw your twee\xe2\x80\x8bt. Please contact our local office in Chile by phone at +56 2 2350 0200 or click\xe2\x80\xa6 https://t.co/c5NDJfJn3e'
1034063736636620800,2018-08-27 13:03:01,b'Life in one village in #Mali shows the challenges people face in an area where #malaria is common #WorldMosquitoDay https://t.co/KoVHiJhtoQ'
1034032867070930944,2018-08-27 11:00:21,b'1 million #heartfailure hospitalizations occur every year in the US and Europe. Optimization of heart failure thera\xe2\x80\xa6 https://t.co/JUFvoX8Feh'
1033949004009283584,2018-08-27 05:27:07,b'#BREAKING: Our first-in-class #CARTcell therapy is now approved in the EU. #NovartisNews https://t.co/JLLHiZHyQW'
1033685516171075585,2018-08-26 12:00:06,"b'#DYK The average stay in hospital for #heartfailure patients is 5-10 days. As a leader in #cardiology, we are commi\xe2\x80\xa6 https://t.co/KTl28K5c1x'"
1033282706656960512,2018-08-25 09:19:29,b'#NovartisNews New data on treatment optimization of #heartfailure patients after an acute heart failure event prese\xe2\x80\xa6 https://t.co/17bNlCsFej'
1033040114262392832,2018-08-24 17:15:30,b'@Xrayser We saw your tweet. Please provide your contact info to commercialqa.phgbfr@novartis.com so we can follow up.'
1032975882053398528,2018-08-24 13:00:16,"b'Diving into #bigdata reveals hidden protein networks that could regulate liver, kidney and heart diseases. More:\xe2\x80\xa6 https://t.co/ag69FlKm4o'"
1032930549357264896,2018-08-24 10:00:08,b'The Novartis-@MIT Center for Continuous Manufacturing aims to modernize drug manufacturing. https://t.co/EltkUesvVk https://t.co/WhTZaVaVVC'
1032643674054832128,2018-08-23 15:00:12,b'Spinal Muscular Atrophy (SMA) robs people of physical strength by affecting the motor nerve cells in the spinal cor\xe2\x80\xa6 https://t.co/l53ZSEDePW'
1032608410431352832,2018-08-23 12:40:04,b'@Vishvanath_SH We saw your tweet. Please forward details of your complaint to bpo@novartis.com. Thank you.'
1032537978739077120,2018-08-23 08:00:12,b'Finding the gene for #cysticfibrosis in 1989 changed some patients\xe2\x80\x99 lives. Now researchers have discovered a new ce\xe2\x80\xa6 https://t.co/uKVqjHG6vV'
1032336939825987584,2018-08-22 18:41:21,b'@anavalenz We saw your tweet. Please provide your contact info to drug_safety.phphma@novartis.com so we can follow up.'
1032325571349565442,2018-08-22 17:56:10,b'@DaniloMendezG We saw your twee\xe2\x80\x8bt. Please contact our local office in Chile by phone at +56 2 2350 0200 or click he\xe2\x80\xa6 https://t.co/vni9tgMpVE'
1032292621513879553,2018-08-22 15:45:14,b'Providing access to treatment for patients is one of our priorities. We\xe2\x80\x99re proud to partner with @stompoutcancer an\xe2\x80\xa6 https://t.co/IMBEiFGL5I'
1032273664492888064,2018-08-22 14:29:54,b'RT @Novartis_NSB: Mosquitoes and humans have a long history together when it comes to malaria #WorldMosquitoDay #MalariaFuture https://t.co\xe2\x80\xa6'
1032255365751164928,2018-08-22 13:17:12,b'RT @VasNarasimhan: Full house @Novartis Hyderabad yesterday! Fantastic to be back in India and connect with so many inspired colleagues. ht\xe2\x80\xa6'
1031930833433702400,2018-08-21 15:47:37,"b'RT @Novartis_NSB: In this #malaria survey, experts from Africa call for a renewed effort to combat the disease. #MalariaFuture #WorldMosqui\xe2\x80\xa6'"
1031910295181119488,2018-08-21 14:26:00,b'@LeePole494949 We saw your tweet. Please provide your contact info and location to nps.safetydesk@novartis.com so we can follow up.'
1031907817333108738,2018-08-21 14:16:10,b'@ml4sickle Thanks for reaching out. Please follow &amp; DM us with your email address so we can follow up with you directly.'
1031906406985879552,2018-08-21 14:10:33,b'@ShirleyMound We saw your twee\xe2\x80\x8bt. Please contact our local office in the UK by phone at +44 1276 692255 or click he\xe2\x80\xa6 https://t.co/mAatU0tTBp'
1031873556521660422,2018-08-21 12:00:01,"b'Sorting through thousands of airway cells, Novartis and @harvardmed team finds potential targets for #cysticfibrosis.'"
1031798084441923585,2018-08-21 07:00:07,b'A new pharma manufacturing method developed with @MITChemE could change #drugdiscovery. Find out how.\xe2\x80\xa6 https://t.co/HxBiVwIo2O'
1031586704979845120,2018-08-20 17:00:11,b'August is Spinal Muscular Atrophy (SMA) Awareness Month. DYK that #SMA is the number one genetic cause of death in\xe2\x80\xa6 https://t.co/tL1VpCio2x'
1031576576184463360,2018-08-20 16:19:56,b'@ramarpack We saw your twee\xe2\x80\x8bt. Please contact our local office in Venezuela by phone at 0800 66827847 or click here: https://t.co/3N8Pg2UXCm'
1031522130054266881,2018-08-20 12:43:35,b'@dorypk04 We saw your twee\xe2\x80\x8bt. Please contact our local office in Venezuela by phone at 0800 66827847 or click here: https://t.co/3N8Pg2UXCm'
1031464873656545280,2018-08-20 08:56:04,b'Take this quiz to test your knowledge of the life-threatening disease #malaria #WorldMosquitoDay\xe2\x80\xa6 https://t.co/EHg2HjWvkI'
1031435666301669376,2018-08-20 07:00:00,b'Can you hear that buzz? It is #WorldMosquitoDay. To all the people around the world working to #endmalaria: Thank y\xe2\x80\xa6 https://t.co/Y68lnGtXd6'
1030472267099267075,2018-08-17 15:11:48,"b'@MlopezSCCP For info on contacting specific Novartis countries or offices, visit this page: https://t.co/Xz6ahjYrtx'"
1030458398226243584,2018-08-17 14:16:41,b'Energy efficiency along with renewables are essential to reducing our carbon footprint. Our new collaboration with\xe2\x80\xa6 https://t.co/wqjfd8myv1'
1030433825254457344,2018-08-17 12:39:03,b'@dorypk04 We saw your twee\xe2\x80\x8bt. Please contact our local office in Venezuela by phone at 0800 66827847 or click here: https://t.co/3N8Pg2UXCm'
1030408931607302144,2018-08-17 11:00:08,b'How do mosquitoes find you? Can they see infrared light or track your movement? #WorldMosquitoDay #MalariaFuture https://t.co/u8FXULO5JJ'
1030369561110044672,2018-08-17 08:23:41,b'New drug manufacturing tools help chemists get creative https://t.co/iCBgCqc76K https://t.co/avCgAoOZcw'
1030277708205510656,2018-08-17 02:18:41,b'@_PrincessBeth_ We saw your tweet. Please provide your contact info and the name of the product to nps.safetydesk@n\xe2\x80\xa6 https://t.co/6yle4hCTMH'
1030076713890402304,2018-08-16 13:00:01,b'Our researchers co-discover the missing link between lifestyle/risk factors and serious diseases. More:\xe2\x80\xa6 https://t.co/zNNebKkpVj'
1030073526093590528,2018-08-16 12:47:21,b'@andydepablos We saw your twee\xe2\x80\x8bt. Please contact our local office in Venezuela by phone at 0800 66827847 or click h\xe2\x80\xa6 https://t.co/JLPBfrDDs0'
1029774746265821184,2018-08-15 17:00:06,b'There is one word to describe research and general understanding of #metastaticBC in premenopausal women - understu\xe2\x80\xa6 https://t.co/1aeTo9G0mM'
1029352254514585601,2018-08-14 13:01:16,b'@DricaLisboa96 We saw your twee\xe2\x80\x8bt. Please contact our local office in Brazil by phone at 0800 888 3003 or click her\xe2\x80\xa6 https://t.co/w73h0b1bdK'
1029234870533480448,2018-08-14 05:14:50,b'Breaking news - Novartis appoints Dr. Klaus Moosmayer as Chief Ethics Risk and Compliance Officer https://t.co/3TSboxtKse #NovartisNews'
1029016924213133313,2018-08-13 14:48:47,b'@i_MajedQ @Saudi_FDA We saw your tweet. Please provide your contact info to complaints.ksa@novartis.com so we can follow up.'
1028987206030045184,2018-08-13 12:50:42,b'@giorebeque We saw your twee\xe2\x80\x8bt. Please contact our local office in Brazil by phone at 0800 888 3003 or click here: https://t.co/hlB7vxJqZj'
1027622202580131841,2018-08-09 18:26:40,b'@mireyaloyo We saw your tweet. Please provide your contact info to seguridad.clinica_venezuela@novartis.com so we can follow up.'
1026900091133730816,2018-08-07 18:37:15,b'@perfectrose2011 We saw your tweet. Please provide your contact info to drug.safety@novartis.com so we can follow up.'
1026869168283496449,2018-08-07 16:34:22,b'@lo_jacker We saw your tweet. Please provide your contact info to ukdsr.phgbfr@novartis.com so we can follow up.'
1026816856731074560,2018-08-07 13:06:30,b'@tommerdahl Thanks for letting us know. We will share this feedback with the right team.'
1026486212872347648,2018-08-06 15:12:38,b'@RafaellaMatosB We saw your twee\xe2\x80\x8bt. Please contact our local office in Brazil by phone at 0800 888 3003 or click he\xe2\x80\xa6 https://t.co/RA2CqORWUh'
1026447445503496193,2018-08-06 12:38:36,b'@davies_kraft We saw your twee\xe2\x80\x8bt. Please contact our local office in Brazil by phone at 0800 888 3003 or click here: https://t.co/hlB7vxJqZj'
1025509115244756992,2018-08-03 22:30:00,b'A team @NovartisScience &amp; @Harvard identifies a new type of cell key to #cysticfibrosis'
1025396641661157377,2018-08-03 15:03:04,"b'@ManojSalwe For information on contacting Novartis in India, please visit this page: https://t.co/M9NQ9APGhY'"
1025056328736227328,2018-08-02 16:30:48,b'@annzier We saw your twee\xe2\x80\x8bt. Please contact our local office in Australia by phone at + 61 2 9805 3555 or click her\xe2\x80\xa6 https://t.co/6Z9B8D9Mlv'
1024610855843971073,2018-08-01 11:00:39,b'People with #migraine often feel misunderstood or judged. Kari explains how that can have a significant impact on h\xe2\x80\xa6 https://t.co/uZN51z2GGR'
1024355636497313792,2018-07-31 18:06:30,b'@thiagowt We saw your twee\xe2\x80\x8bt. Please contact our local office in Brazil by phone at 0800 888 3003 or click here: https://t.co/hlB7vxJqZj'
1024354033379758081,2018-07-31 18:00:07,b'@lagataloca123 We saw your twee\xe2\x80\x8bt. Please contact our local office in Venezuela by phone at 0800 66827847 or click\xe2\x80\xa6 https://t.co/AOuChhFSet'
1024279165464403968,2018-07-31 13:02:37,b'@jecabala We saw your twee\xe2\x80\x8bt. Please contact our local office in Brazil by phone at 0800 888 3003 or click here: https://t.co/hlB7vxJqZj'
1024248605006356491,2018-07-31 11:01:11,b'#Migraine is a significant and common neurological disease. Over 14% of Europeans suffer from this disabling diseas\xe2\x80\xa6 https://t.co/E7uKE4Rtpo'
1024187923082698752,2018-07-31 07:00:04,"b'#ICYMI, yesterday\xe2\x80\x99s #EMA approval of our new #migraine therapy is the first of its kind treatment specifically desi\xe2\x80\xa6 https://t.co/b8niXeA4rQ'"
1024032717292425218,2018-07-30 20:43:20,b'BREAKING: Novartis receives European approval for the first treatment specifically designed for #migraine preventio\xe2\x80\xa6 https://t.co/kKX5mB0zWs'
1024005568300765185,2018-07-30 18:55:27,"b'@inzerillo03 Thanks for reaching out. For information on how to contact Novartis country offices, please visit this\xe2\x80\xa6 https://t.co/VSEEbrf9Tg'"
1024005393364779009,2018-07-30 18:54:45,b'@tanmoy_prasad We saw your twee\xe2\x80\x8bt. Please contact our local office in India by phone at +91 22 2495 8400 or click h\xe2\x80\xa6 https://t.co/1SK0D85Due'
1024005186837209088,2018-07-30 18:53:56,b'@ManojSalwe We saw your twee\xe2\x80\x8bt. Please contact our local office in India by phone at +91 22 2495 8400 or click here: https://t.co/hlB7vxJqZj'
1022828354175725569,2018-07-27 12:57:37,b'@mikefjvine We saw your twee\xe2\x80\x8bt. Please contact our local office in the UK by phone at +44 1276 698370 or click here: https://t.co/YXXFyHMYRO'
1022826230360559619,2018-07-27 12:49:11,b'#BREAKING: #Novartis receives positive #CHMP opinion for adjuvant #melanoma targeted therapy #NovartisNews'
1022535145461559297,2018-07-26 17:32:31,b'@MarianHolling We saw your tweet and understand your concern. Please follow &amp; DM us with your contact info or conta\xe2\x80\xa6 https://t.co/2NBW0ys1sj'
1022534545634156544,2018-07-26 17:30:08,b'Thank you #AAIC18 and #Chicago for an amazing exchange! RT if you\xe2\x80\x99re feeling inspired to continue being part of the\xe2\x80\xa6 https://t.co/BM1zzLc2I5'
1022526998294540288,2018-07-26 17:00:08,"b'Join us at the Novartis-sponsored #worldTSCconference, hosted by @tsalliance and TSC International via this livestr\xe2\x80\xa6 https://t.co/wwarvhc6lA'"
1022144841092919296,2018-07-25 15:41:35,b'@TimConnellyMD We saw your tweet. Please contact our Customer Interaction Center by calling 1-888-669-6682 so we can be of more assistance.'
1022103884561637376,2018-07-25 12:58:50,b'@Cruzeiro6x1Cam We saw your twee\xe2\x80\x8bt. Please contact our local office in Brazil by phone at 0800 888 3003 or click he\xe2\x80\xa6 https://t.co/ugU4xhIKtr'
1021802211679068163,2018-07-24 17:00:06,"b'Drug donation for liver fluke extended to 2022. Since 2005, Novartis has donated approximately 4 million tablets of\xe2\x80\xa6 https://t.co/AnpWB3hLEb'"
1021792777129086978,2018-07-24 16:22:36,"b'@bluenumber2 Thank you for reaching out, and we apologize for the inconvenience. Please follow &amp; DM us with your co\xe2\x80\xa6 https://t.co/fU6KAXMJI7'"
1021787754269757441,2018-07-24 16:02:39,b'@MildryDiaz We saw your tweet. Please contact our local office in Guatemala by phone at +502 2422 8400 or click her\xe2\x80\xa6 https://t.co/QlVc9hOAkg'
1021787112499236864,2018-07-24 16:00:06,b'#DYK: Scientific evidence shows that a build-up of plaques damages the brain and may cause #Alzheimers. This can ha\xe2\x80\xa6 https://t.co/Xu0genAerI'
1021659054844854272,2018-07-24 07:31:14,"b'Novartis reaffirms commitment to the fight against liver fluke, renewing its drug donation through @WHO until 2022\xe2\x80\xa6 https://t.co/8JDnqdOMIM'"
1021389602513391617,2018-07-23 13:40:32,b'@mheydari_mina We saw your tweet. Please provide your contact info to usdrugsafety.operations@novartis.com so we can follow up.'
1021387710399950849,2018-07-23 13:33:01,b'@SDSunchaser We saw your tweet. Please provide your contact info to usdrugsafety.operations@novartis.com so we can follow up.'
1021092553758846977,2018-07-22 18:00:10,b'#Alzheimers disease robs us of our most human qualities. For many families there is no hope and it is terrifying. R\xe2\x80\xa6 https://t.co/uDVoxKekGt'
1020715060690411526,2018-07-21 17:00:09,b'We\xe2\x80\x99re in #Chicago and ready for #AAIC18. We\xe2\x80\x99ll be sharing news about our collaboration with @Amgen and @AlzRegistry\xe2\x80\xa6 https://t.co/p0bNxxi5pZ'
1020340344364371968,2018-07-20 16:11:09,b'@alan_ilhuicamin We saw your twee\xe2\x80\x8bt. Please contact our local office in Mexico by phone at +52 (55) 5420-8600 or cl\xe2\x80\xa6 https://t.co/L5Taz7tGNf'
1020296418853031936,2018-07-20 13:16:37,b'@jedicath We saw your tweet. Please contact our Customer Interaction Center by calling 1-888-669-6682 so we can be of more assistance.'
1020296110013927426,2018-07-20 13:15:23,"b'Congratulations to Paul Hudson, our Pharma CEO, for being awarded an #honorarydoctorate by @ManMetUni. His former u\xe2\x80\xa6 https://t.co/8vyPNIMfKL'"
1020278573427560449,2018-07-20 12:05:42,b'@ginacatty7 We saw your tweet. Please follow &amp; DM us with your contact info so we can follow up with you directly.\xe2\x80\xa6 https://t.co/p8L2Xwc6L2'
1020014833524240386,2018-07-19 18:37:41,b'@mogogio We saw your twee\xe2\x80\x8bt. Please contact our local office in Venezuela by phone at 0800 66827847 or click here: https://t.co/3N8Pg2UXCm'
1019974660010790913,2018-07-19 15:58:03,b'@GatorTapeGirl We saw your tweet. Please provide your contact info to msus.visioncare@alcon.com so we can follow up.'
1019929212172623872,2018-07-19 12:57:28,b'@Saqib_Kashaan We saw your tweet. Please contact our local office in Pakistan by phone at +92 21 3231 3386\nor click\xe2\x80\xa6 https://t.co/MlePhl5MZU'
1019928604107472897,2018-07-19 12:55:03,b'@MaryCoughlan4 We saw your tweet. Please contact our local office in France by phone at +33 (0) 1 55 47 60 00 or cl\xe2\x80\xa6 https://t.co/BGch2v8yxP'
1019928043534671873,2018-07-19 12:52:49,b'@jarpsail We saw your twee\xe2\x80\x8bt. Please contact our local office in Venezuela by phone at 0800 66827847 or click here: https://t.co/3N8Pg2UXCm'
1019824192496328705,2018-07-19 06:00:09,b'Our CDK4/6 inhibitor is the first product granted approval using the FDA\xe2\x80\x99s Real-Time Oncology Review and the Assess\xe2\x80\xa6 https://t.co/s1U889UJpV'
1019610261379010561,2018-07-18 15:50:04,b'#BREAKING: Novartis CDK4/6 inhibitor now first and only medicine of its kind indicated in US as first-line therapy\xe2\x80\xa6 https://t.co/IV7TiKuJeC'
1019606438329581568,2018-07-18 15:34:52,b'@mheydari_mina We saw your tweet. Please contact our local office in Iran by phone at +98 21 8866 3088\nor click her\xe2\x80\xa6 https://t.co/wQOx5GIaQU'
1019564589539872768,2018-07-18 12:48:35,b'@sunilkn We saw your tweet. Please contact our local office in the US by phone at 1-888-669-6682 or click here: https://t.co/tF6v7SoE9e'
1019563674191745028,2018-07-18 12:44:57,b'@calabocalila We saw your twee\xe2\x80\x8bt. Please contact our local office in Brazil by phone at 0800 888 3003 or click here: https://t.co/hlB7vxJqZj'
1019537298319380480,2018-07-18 11:00:08,b'Get the full highlights from our second quarter here: https://t.co/ssd8MarR0O  #NovartisNews $NVS @VasNarasimhan https://t.co/IXyZbcCdrs'
1019453489444016128,2018-07-18 05:27:07,"b'NEWS: Novartis delivers solid growth in Q2 2018, continues transformation to a focused medicines company\xe2\x80\xa6 https://t.co/xj3eSxMlrr'"
1019203802291896320,2018-07-17 12:54:57,b'@Leaho99 Thanks for reaching out. Our product support team may be able to help resolve this. Please give them a cal\xe2\x80\xa6 https://t.co/VjUfApt16I'
1018901797790941184,2018-07-16 16:54:53,b'@Psyqiatrapublic We saw your tweet. Please provide your contact info to farmaco.vigilanciamx@novartis.com so we can follow up.'
1018858947942510593,2018-07-16 14:04:37,b'@DaniloMendezG We saw your tweet. Please contact our local office in Chile by phone at +56 2 2350 0200 or click her\xe2\x80\xa6 https://t.co/8Tz7TL7imj'
1017911436729901058,2018-07-13 23:19:33,b'@Ruck10101982 We saw your tweet. This is no longer a Novartis product. Please contact Elanco Product Support at adv\xe2\x80\xa6 https://t.co/NRaQ7Syb5k'
1017474006608498688,2018-07-12 18:21:21,b'@LeucemiaMC_VZLA We saw your twee\xe2\x80\x8bt. Please contact our local office in Venezuela by phone at 0800 66827847 or clic\xe2\x80\xa6 https://t.co/8ukTJIPeH8'
1017387267940372481,2018-07-12 12:36:41,b'@ashok5422000 We saw your tweet. We advise you to consult your physician. For more info please visit: https://t.co/Nb55RjuNkX'
1017075300574941185,2018-07-11 15:57:02,b'@Lifesize141 We saw your tweet. Please provide your contact info and location to nps.safetydesk@novartis.com so we can follow up.'
1017065790238019586,2018-07-11 15:19:15,b'@Shayna_Marissa @Amgen We saw your tweet. Please follow &amp; DM us with your full contact info so we can follow up w/ you directly.'
1016688376299376640,2018-07-10 14:19:32,b'@soscarmelita We saw your tweet. Please provide your contact info to seguridad.clinica_venezuela@novartis.com so we can follow up.'
1016682254314147840,2018-07-10 13:55:13,b'@CintiaCMFonseca We saw your tweet. Please provide your contact info to farmaco.novartis@novartis.com so we can follow up.'
1016669544407011329,2018-07-10 13:04:42,b'@PeskyJski We saw your tweet. Please contact our local office in the US by phone at 1-888-669-6682 or click here: https://t.co/tF6v7SoE9e'
1016668889051222016,2018-07-10 13:02:06,b'@rschonck We saw your tweet. Please contact our local office in the Netherlands by phone at + 31 (0)36 524 16 01 or\xe2\x80\xa6 https://t.co/2W8ircDoE2'
1016668126459629571,2018-07-10 12:59:04,b'@Kerallite We saw your tweet. Please contact our local office in Qatar by phone at +974 4402 7537 or click here: https://t.co/Xz6ahjYrtx'
1016666742704279552,2018-07-10 12:53:34,b'@barbaratm_7 We saw your twee\xe2\x80\x8bt. Please contact our local office in Venezuela by phone at 0800 66827847 or click he\xe2\x80\xa6 https://t.co/kQvrVe1bRs'
